Employee_ID,Department,Age,Experience_Years,Salary,Performance_Score
E106,ML,38.0,14,41582.0,90.0
E107,MLOps,25.0,14,52477.0,84.0
E108,MLOps,38.0,10,93008.0,94.0
E109,ML,38.0,13,106810.0,83.0
E110,MLOps,37.0,14,68972.0,70.0
E111,Data,30.0,15,117149.0,70.0
E112,Data,36.0,2,72450.0,70.0
E113,ML,32.0,10,105798.0,60.0
E114,ML,26.0,7,85205.0,99.0
E115,Data,28.0,2,89377.0,81.0
E116,ML,39.0,14,89496.0,58.0
E117,AI,35.0,12,111556.0,99.0
E118,Data,40.0,12,97518.0,55.0
E119,MLOps,31.0,12,89921.0,89.0
E120,Data,39.0,7,98993.0,69.0
E00001,AI,35.0,3,56775.0,87.0
E00002,Data,38.0,15,64332.0,72.0
E00003,Software,32.0,0,41694.0,74.0
E00004,AI,29.0,4,47114.0,82.0
E00005,ML,22.0,9,90421.0,67.0
E00006,HR,33.0,14,85635.0,79.0
E00007,AI,39.0,11,68094.0,68.0
E00008,AI,24.0,14,89344.0,83.0
E00009,ML,26.0,7,62993.0,96.0
E00010,Data,32.0,13,83136.0,86.0
E00011,Data,32.0,5,56147.0,87.0
E00012,HR,30.0,2,36500.0,80.0
E00013,Analytics,24.0,14,72396.0,93.0
E00014,Software,31.0,10,73449.0,58.0
E00015,Data,31.0,1,35000.0,78.0
E00016,MLOps,25.0,6,55177.0,85.0
E00017,Analytics,33.0,3,50137.0,73.0
E00018,ML,38.0,7,49248.0,82.0
E00019,Software,23.0,10,70482.0,72.0
E00020,Analytics,23.0,2,41463.0,88.0
E00021,AI,32.0,14,72549.0,77.0
E00022,MLOps,36.0,15,89385.0,75.0
E00023,HR,23.0,10,50011.0,70.0
E00024,Software,39.0,4,35000.0,76.0
E00025,AI,31.0,3,44673.0,89.0
E00026,ML,24.0,13,60661.0,88.0
E00027,Data,30.0,6,68598.0,69.0
E00028,ML,30.0,0,35000.0,76.0
E00029,ML,29.0,6,36387.0,80.0
E00030,AI,33.0,12,69217.0,75.0
E00031,AI,26.0,10,86493.0,79.0
E00032,HR,40.0,12,60528.0,88.0
E00033,MLOps,27.0,10,57682.0,76.0
E00034,Data,38.0,4,53784.0,80.0
E00035,Data,37.0,9,78973.0,86.0
E00036,ML,29.0,9,50137.0,83.0
E00037,ML,25.0,15,71001.0,79.0
E00038,Data,40.0,4,35000.0,89.0
E00039,MLOps,32.0,5,49863.0,70.0
E00040,Analytics,28.0,3,47034.0,61.0
E00041,Data,24.0,6,64008.0,79.0
E00042,Software,28.0,9,67198.0,94.0
E00043,AI,34.0,6,54326.0,96.0
E00044,MLOps,31.0,11,71189.0,69.0
E00045,Software,23.0,0,42236.0,70.0
E00046,Software,36.0,11,53882.0,62.0
E00047,Data,28.0,14,80121.0,79.0
E00048,MLOps,25.0,13,54132.0,84.0
E00049,AI,35.0,7,69771.0,68.0
E00050,ML,36.0,11,89713.0,73.0
E00051,ML,37.0,12,64067.0,89.0
E00052,ML,22.0,6,56859.0,94.0
E00053,AI,29.0,6,62784.0,84.0
E00054,Analytics,26.0,15,98759.0,73.0
E00055,AI,33.0,13,72503.0,93.0
E00056,AI,40.0,15,71628.0,82.0
E00057,Data,24.0,13,79716.0,74.0
E00058,Analytics,34.0,7,71921.0,71.0
E00059,ML,30.0,6,54015.0,56.0
E00060,ML,30.0,15,96289.0,93.0
E00061,Analytics,39.0,7,68201.0,99.0
E00062,Data,35.0,15,88905.0,77.0
E00063,Analytics,23.0,9,61711.0,82.0
E00064,AI,30.0,11,65138.0,76.0
E00065,Analytics,36.0,11,88686.0,79.0
E00066,Analytics,24.0,12,60593.0,67.0
E00067,Analytics,31.0,2,47246.0,80.0
E00068,MLOps,31.0,1,43398.0,92.0
E00069,ML,23.0,4,51206.0,75.0
E00070,Data,40.0,4,35000.0,73.0
E00071,ML,29.0,7,56958.0,86.0
E00072,Data,27.0,1,35000.0,69.0
E00073,Software,23.0,8,70224.0,74.0
E00074,MLOps,23.0,2,44085.0,72.0
E00075,ML,25.0,11,85844.0,72.0
E00076,MLOps,36.0,12,88278.0,69.0
E00077,MLOps,27.0,15,75273.0,85.0
E00078,Analytics,30.0,3,61279.0,89.0
E00079,Analytics,34.0,1,35000.0,83.0
E00080,AI,28.0,6,69057.0,95.0
E00081,Analytics,29.0,11,53950.0,84.0
E00082,Data,31.0,6,70893.0,77.0
E00083,Software,39.0,3,35573.0,74.0
E00084,ML,39.0,1,35000.0,76.0
E00085,ML,27.0,2,38966.0,84.0
E00086,ML,26.0,13,66885.0,80.0
E00087,AI,29.0,13,90384.0,88.0
E00088,Data,25.0,13,53561.0,70.0
E00089,ML,32.0,8,65183.0,74.0
E00090,Data,32.0,0,42260.0,79.0
E00091,ML,30.0,10,52460.0,69.0
E00092,AI,30.0,9,56613.0,81.0
E00093,Data,38.0,10,53064.0,57.0
E00094,Data,24.0,9,58165.0,83.0
E00095,MLOps,36.0,3,54911.0,71.0
E00096,Analytics,33.0,10,60462.0,75.0
E00097,MLOps,37.0,15,83451.0,71.0
E00098,ML,32.0,4,45782.0,76.0
E00099,ML,36.0,4,71098.0,68.0
E00100,HR,33.0,2,42569.0,67.0
E00101,Software,35.0,10,54715.0,80.0
E00102,AI,29.0,1,40888.0,55.0
E00103,MLOps,38.0,9,70380.0,73.0
E00104,HR,27.0,11,61524.0,83.0
E00105,AI,35.0,4,62482.0,69.0
E00106,AI,28.0,7,36577.0,85.0
E00107,Data,37.0,3,38887.0,63.0
E00108,MLOps,37.0,9,62249.0,66.0
E00109,ML,25.0,2,52749.0,59.0
E00110,Software,33.0,8,75952.0,62.0
E00111,Data,32.0,9,78666.0,67.0
E00112,ML,29.0,10,66935.0,82.0
E00113,MLOps,27.0,14,90598.0,66.0
E00114,Analytics,33.0,11,75990.0,73.0
E00115,ML,37.0,4,48568.0,63.0
E00116,Software,28.0,3,38014.0,78.0
E00117,AI,28.0,6,55822.0,68.0
E00118,AI,38.0,11,83196.0,87.0
E00119,Data,36.0,6,54055.0,78.0
E00120,Analytics,35.0,4,42451.0,61.0
E00121,Analytics,33.0,11,81888.0,57.0
E00122,Analytics,23.0,0,35000.0,74.0
E00123,ML,24.0,13,80703.0,67.0
E00124,Data,23.0,13,78682.0,79.0
E00125,ML,27.0,1,48864.0,77.0
E00126,Data,22.0,12,80682.0,81.0
E00127,MLOps,30.0,8,66986.0,84.0
E00128,ML,22.0,12,67121.0,73.0
E00129,ML,40.0,12,64825.0,86.0
E00130,Analytics,31.0,6,56904.0,63.0
E00131,ML,22.0,13,76869.0,83.0
E00132,HR,25.0,12,100712.0,74.0
E00133,Analytics,25.0,11,72299.0,88.0
E00134,MLOps,34.0,4,48132.0,91.0
E00135,Analytics,36.0,3,37260.0,86.0
E00136,ML,31.0,4,35000.0,86.0
E00137,HR,35.0,5,35000.0,76.0
E00138,Data,23.0,5,37180.0,55.0
E00139,AI,27.0,12,67580.0,88.0
E00140,ML,22.0,11,79651.0,78.0
E00141,Data,29.0,5,55100.0,84.0
E00142,Data,22.0,3,35000.0,73.0
E00143,HR,37.0,11,60775.0,82.0
E00144,Analytics,32.0,1,36723.0,86.0
E00145,Data,36.0,9,57916.0,70.0
E00146,MLOps,33.0,4,36796.0,81.0
E00147,MLOps,22.0,9,35000.0,76.0
E00148,Data,28.0,7,43280.0,80.0
E00149,Data,22.0,1,35000.0,78.0
E00150,ML,23.0,5,63722.0,87.0
E00151,Software,39.0,8,75800.0,70.0
E00152,Software,39.0,11,45515.0,78.0
E00153,ML,24.0,14,86066.0,78.0
E00154,Analytics,29.0,1,52645.0,78.0
E00155,ML,27.0,11,58789.0,65.0
E00156,AI,30.0,10,45500.0,80.0
E00157,MLOps,33.0,0,54704.0,86.0
E00158,Analytics,29.0,5,47756.0,72.0
E00159,AI,37.0,2,56317.0,63.0
E00160,AI,23.0,2,42026.0,82.0
E00161,ML,33.0,5,67692.0,70.0
E00162,Software,35.0,3,49561.0,63.0
E00163,MLOps,32.0,9,57689.0,76.0
E00164,ML,34.0,3,38224.0,64.0
E00165,Analytics,33.0,2,35000.0,63.0
E00166,Data,25.0,13,71588.0,84.0
E00167,Software,36.0,8,58200.0,76.0
E00168,Software,27.0,4,51423.0,64.0
E00169,MLOps,25.0,13,69279.0,72.0
E00170,HR,32.0,13,95116.0,99.0
E00171,MLOps,34.0,0,54406.0,74.0
E00172,Data,29.0,4,50460.0,74.0
E00173,MLOps,23.0,8,81253.0,66.0
E00174,HR,40.0,0,52569.0,75.0
E00175,ML,37.0,10,61523.0,65.0
E00176,ML,31.0,0,40800.0,61.0
E00177,Data,28.0,15,79422.0,79.0
E00178,HR,38.0,5,67462.0,63.0
E00179,Software,28.0,8,48761.0,78.0
E00180,AI,25.0,13,57132.0,93.0
E00181,Software,26.0,8,58911.0,82.0
E00182,Software,32.0,9,51910.0,62.0
E00183,Data,36.0,15,70238.0,70.0
E00184,MLOps,28.0,10,62979.0,66.0
E00185,AI,25.0,6,47831.0,75.0
E00186,Analytics,39.0,6,49641.0,80.0
E00187,Data,23.0,10,62624.0,63.0
E00188,ML,32.0,4,50463.0,76.0
E00189,AI,25.0,0,35000.0,85.0
E00190,MLOps,34.0,10,58429.0,77.0
E00191,HR,29.0,10,75650.0,71.0
E00192,MLOps,23.0,9,76311.0,86.0
E00193,ML,25.0,4,68626.0,87.0
E00194,Software,31.0,0,35603.0,76.0
E00195,ML,24.0,3,57691.0,73.0
E00196,ML,33.0,8,55449.0,78.0
E00197,Analytics,37.0,0,40709.0,89.0
E00198,Software,27.0,10,66354.0,69.0
E00199,ML,39.0,2,62035.0,79.0
E00200,MLOps,35.0,5,42662.0,89.0
E00201,AI,23.0,15,70272.0,87.0
E00202,HR,30.0,5,50660.0,56.0
E00203,Data,32.0,6,35000.0,77.0
E00204,ML,32.0,12,71927.0,84.0
E00205,ML,30.0,1,35000.0,82.0
E00206,MLOps,28.0,5,39559.0,89.0
E00207,ML,32.0,7,55972.0,66.0
E00208,AI,34.0,4,35000.0,72.0
E00209,ML,38.0,15,83096.0,81.0
E00210,Data,23.0,12,44839.0,79.0
E00211,AI,24.0,0,35000.0,92.0
E00212,Analytics,31.0,15,88854.0,67.0
E00213,ML,30.0,3,58025.0,85.0
E00214,Software,39.0,2,59369.0,79.0
E00215,AI,32.0,11,57443.0,74.0
E00216,AI,26.0,6,48129.0,78.0
E00217,ML,38.0,0,35000.0,78.0
E00218,ML,38.0,0,45274.0,58.0
E00219,HR,22.0,11,70493.0,77.0
E00220,Data,38.0,7,55872.0,81.0
E00221,MLOps,28.0,7,55248.0,85.0
E00222,Data,26.0,4,53821.0,77.0
E00223,Analytics,24.0,3,35000.0,80.0
E00224,HR,23.0,13,83513.0,81.0
E00225,MLOps,23.0,6,56958.0,79.0
E00226,HR,36.0,14,89554.0,78.0
E00227,ML,39.0,9,57694.0,79.0
E00228,Analytics,40.0,1,38619.0,83.0
E00229,Analytics,31.0,6,66155.0,69.0
E00230,ML,26.0,13,60177.0,72.0
E00231,ML,38.0,1,52594.0,73.0
E00232,Data,39.0,3,40898.0,73.0
E00233,HR,29.0,8,68397.0,69.0
E00234,Analytics,25.0,4,56763.0,77.0
E00235,HR,37.0,9,59870.0,79.0
E00236,Software,28.0,14,77403.0,90.0
E00237,Data,32.0,11,51774.0,70.0
E00238,AI,38.0,5,35000.0,73.0
E00239,ML,25.0,13,75284.0,96.0
E00240,ML,27.0,0,49106.0,67.0
E00241,Software,26.0,12,68861.0,82.0
E00242,Software,36.0,0,35000.0,64.0
E00243,MLOps,24.0,2,35322.0,78.0
E00244,Analytics,24.0,5,44039.0,75.0
E00245,Analytics,28.0,2,36755.0,81.0
E00246,Software,29.0,14,64738.0,75.0
E00247,Analytics,36.0,10,56301.0,83.0
E00248,Data,39.0,1,35000.0,79.0
E00249,Data,33.0,11,92690.0,95.0
E00250,Data,26.0,3,64083.0,68.0
E00251,Analytics,34.0,11,56493.0,66.0
E00252,Software,35.0,15,80592.0,76.0
E00253,Data,23.0,1,35000.0,80.0
E00254,MLOps,39.0,6,51112.0,83.0
E00255,MLOps,31.0,10,69778.0,72.0
E00256,AI,36.0,13,76291.0,93.0
E00257,Software,22.0,10,76790.0,76.0
E00258,ML,40.0,6,46875.0,62.0
E00259,ML,40.0,0,35156.0,77.0
E00260,Analytics,39.0,8,35000.0,76.0
E00261,ML,32.0,7,57921.0,74.0
E00262,Software,24.0,15,54958.0,79.0
E00263,MLOps,30.0,8,43820.0,79.0
E00264,ML,33.0,15,95258.0,70.0
E00265,HR,30.0,9,77404.0,68.0
E00266,ML,30.0,2,35000.0,67.0
E00267,MLOps,28.0,1,58593.0,94.0
E00268,ML,34.0,10,73697.0,74.0
E00269,ML,32.0,3,49764.0,86.0
E00270,ML,36.0,6,39069.0,87.0
E00271,ML,23.0,11,89842.0,73.0
E00272,ML,26.0,2,49760.0,80.0
E00273,ML,38.0,1,35000.0,81.0
E00274,Analytics,37.0,0,35000.0,68.0
E00275,AI,34.0,5,36033.0,69.0
E00276,Data,29.0,8,60889.0,82.0
E00277,MLOps,30.0,6,50436.0,76.0
E00278,Data,34.0,1,55957.0,55.0
E00279,Software,36.0,9,49178.0,71.0
E00280,Software,30.0,15,83686.0,70.0
E00281,ML,39.0,3,56568.0,72.0
E00282,ML,28.0,3,35000.0,62.0
E00283,MLOps,28.0,0,42336.0,76.0
E00284,MLOps,35.0,7,55812.0,78.0
E00285,Analytics,37.0,2,35000.0,74.0
E00286,Data,32.0,11,41653.0,73.0
E00287,ML,40.0,9,67458.0,70.0
E00288,Data,38.0,8,50907.0,79.0
E00289,Data,25.0,1,35000.0,62.0
E00290,ML,36.0,6,69814.0,93.0
E00291,Software,37.0,8,58624.0,86.0
E00292,ML,38.0,10,67918.0,55.0
E00293,HR,31.0,15,103415.0,91.0
E00294,ML,36.0,3,46031.0,78.0
E00295,Software,35.0,14,67439.0,80.0
E00296,Software,39.0,7,71212.0,73.0
E00297,HR,27.0,7,56843.0,82.0
E00298,Software,24.0,15,73831.0,73.0
E00299,AI,36.0,4,36233.0,69.0
E00300,Analytics,34.0,12,67564.0,73.0
E00301,AI,40.0,8,70387.0,72.0
E00302,ML,23.0,5,43296.0,75.0
E00303,Analytics,22.0,4,49012.0,78.0
E00304,Data,31.0,14,66917.0,56.0
E00305,Software,33.0,12,88090.0,81.0
E00306,Data,38.0,13,57469.0,76.0
E00307,Data,34.0,12,59231.0,83.0
E00308,Analytics,35.0,4,39083.0,77.0
E00309,MLOps,29.0,14,60667.0,59.0
E00310,ML,33.0,14,83315.0,79.0
E00311,Data,24.0,12,79177.0,72.0
E00312,Data,35.0,7,63749.0,59.0
E00313,MLOps,24.0,8,67259.0,70.0
E00314,MLOps,25.0,14,59149.0,67.0
E00315,MLOps,25.0,5,53089.0,81.0
E00316,MLOps,39.0,8,75532.0,88.0
E00317,Data,25.0,14,72920.0,80.0
E00318,AI,26.0,1,50931.0,81.0
E00319,MLOps,40.0,9,60095.0,67.0
E00320,HR,25.0,2,39508.0,81.0
E00321,Software,32.0,13,59501.0,72.0
E00322,Data,24.0,7,50276.0,60.0
E00323,MLOps,30.0,8,74402.0,75.0
E00324,Analytics,39.0,0,35000.0,77.0
E00325,Software,28.0,0,57747.0,85.0
E00326,Analytics,30.0,12,69034.0,74.0
E00327,Software,38.0,15,96190.0,67.0
E00328,Analytics,32.0,4,47124.0,79.0
E00329,Analytics,40.0,9,35000.0,76.0
E00330,MLOps,29.0,0,35000.0,70.0
E00331,AI,26.0,1,35000.0,77.0
E00332,ML,22.0,10,56723.0,86.0
E00333,AI,29.0,3,35000.0,74.0
E00334,Software,23.0,9,50155.0,99.0
E00335,ML,32.0,11,75318.0,66.0
E00336,Analytics,22.0,2,72524.0,77.0
E00337,ML,23.0,10,67451.0,81.0
E00338,AI,32.0,2,36807.0,60.0
E00339,ML,33.0,6,35000.0,77.0
E00340,HR,25.0,11,91755.0,64.0
E00341,ML,36.0,7,68787.0,70.0
E00342,HR,29.0,2,35518.0,68.0
E00343,Software,25.0,11,71724.0,69.0
E00344,Analytics,30.0,0,35000.0,99.0
E00345,AI,39.0,15,65883.0,75.0
E00346,Software,32.0,15,75236.0,83.0
E00347,HR,38.0,13,84299.0,68.0
E00348,MLOps,38.0,4,51381.0,79.0
E00349,Analytics,26.0,0,35000.0,63.0
E00350,ML,22.0,14,84820.0,96.0
E00351,Analytics,34.0,11,64132.0,82.0
E00352,ML,31.0,6,67922.0,80.0
E00353,Analytics,28.0,3,35000.0,72.0
E00354,Analytics,24.0,15,75681.0,79.0
E00355,Data,24.0,6,62528.0,92.0
E00356,Data,39.0,6,61630.0,74.0
E00357,AI,24.0,12,62911.0,79.0
E00358,Software,39.0,11,57505.0,66.0
E00359,Data,27.0,6,59152.0,87.0
E00360,Analytics,24.0,15,97199.0,79.0
E00361,HR,31.0,7,66821.0,80.0
E00362,ML,24.0,4,35000.0,67.0
E00363,ML,27.0,3,35923.0,65.0
E00364,ML,24.0,0,35000.0,72.0
E00365,Analytics,22.0,1,54998.0,81.0
E00366,Data,23.0,7,55264.0,80.0
E00367,AI,40.0,15,76319.0,79.0
E00368,AI,25.0,12,74289.0,65.0
E00369,MLOps,26.0,2,46676.0,65.0
E00370,Software,24.0,9,57281.0,77.0
E00371,AI,23.0,6,56384.0,55.0
E00372,MLOps,25.0,13,75209.0,69.0
E00373,MLOps,23.0,4,66693.0,79.0
E00374,MLOps,24.0,4,47423.0,90.0
E00375,ML,30.0,11,72842.0,77.0
E00376,ML,29.0,1,35000.0,83.0
E00377,HR,25.0,4,39591.0,83.0
E00378,Data,26.0,3,49530.0,69.0
E00379,Data,30.0,6,42059.0,92.0
E00380,AI,29.0,3,48001.0,81.0
E00381,Analytics,24.0,13,71121.0,79.0
E00382,HR,38.0,5,57367.0,88.0
E00383,AI,29.0,5,35000.0,85.0
E00384,Data,28.0,4,64327.0,82.0
E00385,Data,32.0,6,35000.0,62.0
E00386,HR,27.0,3,65508.0,79.0
E00387,AI,33.0,11,68920.0,78.0
E00388,HR,39.0,1,44169.0,75.0
E00389,ML,38.0,1,37467.0,82.0
E00390,Software,28.0,8,59970.0,70.0
E00391,Analytics,23.0,7,44564.0,85.0
E00392,ML,24.0,11,75479.0,76.0
E00393,Analytics,26.0,1,43340.0,82.0
E00394,AI,33.0,14,82099.0,64.0
E00395,ML,31.0,9,79962.0,78.0
E00396,Data,27.0,4,35000.0,58.0
E00397,Software,25.0,12,71984.0,89.0
E00398,MLOps,31.0,10,47143.0,79.0
E00399,Data,40.0,14,91019.0,74.0
E00400,Data,36.0,8,67785.0,81.0
E00401,MLOps,26.0,11,65170.0,76.0
E00402,Software,32.0,14,87666.0,67.0
E00403,AI,31.0,13,80001.0,75.0
E00404,ML,37.0,11,50180.0,72.0
E00405,HR,28.0,6,60883.0,68.0
E00406,Software,28.0,2,35000.0,70.0
E00407,MLOps,30.0,0,36897.0,72.0
E00408,Software,25.0,4,58287.0,84.0
E00409,ML,38.0,7,56586.0,86.0
E00410,HR,29.0,9,61218.0,81.0
E00411,Analytics,38.0,3,61059.0,88.0
E00412,Analytics,29.0,12,73124.0,91.0
E00413,ML,34.0,13,70907.0,99.0
E00414,Software,35.0,1,35000.0,66.0
E00415,ML,37.0,13,74297.0,84.0
E00416,MLOps,35.0,10,73390.0,84.0
E00417,ML,35.0,1,55936.0,78.0
E00418,AI,27.0,2,35000.0,70.0
E00419,ML,23.0,11,73388.0,84.0
E00420,Software,39.0,15,88270.0,94.0
E00421,Analytics,38.0,11,62925.0,91.0
E00422,ML,27.0,15,99916.0,91.0
E00423,ML,22.0,5,39938.0,77.0
E00424,ML,40.0,13,95985.0,56.0
E00425,Analytics,23.0,13,75668.0,78.0
E00426,Software,22.0,13,83247.0,72.0
E00427,MLOps,40.0,0,35000.0,96.0
E00428,Software,34.0,15,61590.0,79.0
E00429,ML,33.0,8,57763.0,74.0
E00430,Software,33.0,4,54768.0,77.0
E00431,HR,36.0,12,64501.0,82.0
E00432,AI,33.0,8,55635.0,76.0
E00433,AI,36.0,6,53995.0,76.0
E00434,Software,36.0,2,35000.0,85.0
E00435,ML,26.0,12,67591.0,62.0
E00436,ML,33.0,7,58521.0,82.0
E00437,ML,28.0,9,55644.0,73.0
E00438,Data,33.0,1,52887.0,86.0
E00439,AI,25.0,4,49717.0,75.0
E00440,Analytics,38.0,11,42410.0,71.0
E00441,Software,27.0,4,40862.0,78.0
E00442,ML,25.0,1,35000.0,70.0
E00443,AI,24.0,4,36721.0,89.0
E00444,ML,32.0,13,92443.0,80.0
E00445,MLOps,28.0,15,87492.0,68.0
E00446,AI,35.0,13,69430.0,71.0
E00447,HR,29.0,5,44357.0,75.0
E00448,Analytics,27.0,15,76184.0,76.0
E00449,ML,27.0,13,66987.0,79.0
E00450,Analytics,26.0,0,35000.0,62.0
E00451,ML,35.0,5,56067.0,93.0
E00452,Software,24.0,13,49233.0,73.0
E00453,AI,39.0,2,47227.0,68.0
E00454,ML,26.0,4,35000.0,66.0
E00455,ML,22.0,15,86137.0,68.0
E00456,ML,34.0,3,56792.0,83.0
E00457,HR,35.0,11,55501.0,73.0
E00458,Data,33.0,12,62230.0,64.0
E00459,AI,28.0,4,58700.0,71.0
E00460,Analytics,25.0,1,35000.0,78.0
E00461,Analytics,38.0,1,35000.0,82.0
E00462,ML,31.0,14,68311.0,65.0
E00463,HR,31.0,3,72998.0,55.0
E00464,MLOps,26.0,14,71044.0,67.0
E00465,Analytics,36.0,8,65079.0,94.0
E00466,AI,39.0,8,66809.0,55.0
E00467,Analytics,34.0,10,83772.0,66.0
E00468,HR,35.0,6,76183.0,78.0
E00469,ML,35.0,15,57427.0,99.0
E00470,Data,25.0,14,94417.0,73.0
E00471,Data,30.0,10,66685.0,79.0
E00472,Data,27.0,11,55672.0,88.0
E00473,ML,29.0,11,79745.0,68.0
E00474,ML,38.0,0,35000.0,90.0
E00475,MLOps,37.0,4,62534.0,67.0
E00476,MLOps,32.0,6,48427.0,82.0
E00477,Data,24.0,2,53922.0,99.0
E00478,Analytics,28.0,6,61904.0,70.0
E00479,Analytics,35.0,10,50506.0,76.0
E00480,Data,33.0,13,57086.0,73.0
E00481,Data,32.0,11,70023.0,76.0
E00482,ML,29.0,14,71168.0,73.0
E00483,Analytics,40.0,10,72949.0,83.0
E00484,MLOps,39.0,8,56196.0,77.0
E00485,ML,34.0,9,51581.0,79.0
E00486,Data,38.0,1,42157.0,74.0
E00487,Data,25.0,12,46111.0,76.0
E00488,MLOps,25.0,9,46063.0,77.0
E00489,Analytics,35.0,11,55559.0,77.0
E00490,Analytics,34.0,7,35000.0,73.0
E00491,AI,26.0,12,75356.0,83.0
E00492,Analytics,37.0,6,42745.0,74.0
E00493,Analytics,36.0,13,76825.0,82.0
E00494,MLOps,26.0,15,88955.0,81.0
E00495,AI,33.0,2,56210.0,90.0
E00496,Analytics,38.0,15,89576.0,67.0
E00497,Data,36.0,12,51774.0,77.0
E00498,Analytics,29.0,6,42168.0,80.0
E00499,MLOps,37.0,8,38143.0,83.0
E00500,Data,27.0,14,65990.0,73.0
E00501,AI,40.0,8,76588.0,87.0
