Employee_ID,Department,Age,Experience_Years,Salary,Performance_Score
E00805,ML,25,8,67416,83
E00806,ML,32,8,38573,72
E00807,AI,23,8,47518,68
E00808,ML,35,15,89996,70
E00809,Data,30,12,46982,89
E00810,HR,38,3,35000,83
E00811,ML,40,12,88580,77
E00812,ML,26,1,35000,60
E00813,HR,24,6,54474,59
E00814,Analytics,33,6,56997,70
E00815,ML,22,6,57544,73
E00816,Software,34,2,35000,99
E00817,Software,38,4,41892,69
E00818,Analytics,38,12,95941,74
E00819,Analytics,36,0,35000,73
E00820,MLOps,36,14,67833,69
E00821,ML,26,13,59195,93
E00822,Analytics,39,7,52760,73
E00823,MLOps,36,3,35000,58
E00824,Analytics,23,15,94354,82
E00825,Software,33,15,98173,82
E00826,ML,30,3,42674,84
E00827,Analytics,24,12,57877,74
E00828,MLOps,27,14,97990,65
E00829,Software,39,13,63984,78
E00830,MLOps,31,5,51739,76
E00831,Analytics,24,9,65497,71
E00832,Analytics,37,14,64290,70
E00833,Data,26,9,56023,81
E00834,AI,31,14,98300,70
E00835,AI,24,3,46350,88
E00836,Analytics,22,5,54970,83
E00837,AI,40,15,88843,88
E00838,HR,34,0,39204,66
E00839,Data,33,13,85177,77
E00840,Data,22,4,52589,70
E00841,ML,33,2,38484,69
